Var1	Var2	Var3	Var4	Var5_1	Var5_2	Var5_3	Var5_4	Var5_5	Var5_6	Var5_7	Var5_8	Var5_9	Var5_10	Var5_11	Var5_12	Var5_13	Var5_14	Var5_15	Var5_16	Var5_17	Var5_18	Var5_19	Var5_20	Var5_21	Var5_22	Var5_23	Var5_24	Var5_25	Var5_26	Var5_27	Var5_28	Var5_29	Var5_30	Var5_31	Var5_32	Var5_33	Var5_34	Var5_35	Var5_36	Var5_37	Var5_38	Var5_39	Var5_40	Var5_41	Var5_42	Var5_43	Var5_44	Var5_45	Var5_46	Var5_47	Var5_48	Var5_49	Var5_50	Var5_51	Var5_52	Var5_53	Var5_54	Var5_55	Var5_56	Var5_57	Var5_58	Var5_59	Var5_60	Var5_61	Var5_62	Var5_63	Var5_64	Var5_65	Var5_66	Var5_67	Var5_68	Var5_69	Var5_70	Var5_71	Var5_72	Var5_73	Var5_74	Var5_75	Var5_76	Var5_77	Var5_78	Var5_79	Var5_80	Var5_81	Var5_82	Var5_83	Var5_84	Var5_85	Var5_86	Var5_87	Var5_88	Var5_89	Var5_90	Var5_91	Var5_92	Var5_93
r_0003	(R,R)-butanediol dehydrogenase	Seq_2497	(R,R)-2,3-butanediol[c] + NAD[c] <=> (R)-acetoin[c] + H+[c] + NADH[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0005	1,3-beta-glucan synthase	(Seq_3713 and Seq_339) or (Seq_3940 and Seq_339) or (Seq_5235 and Seq_339) or Seq_3713 or Seq_3940 or Seq_5235	UDP-D-glucose[c] => (1->3)-beta-D-glucan[ce] + H+[c] + UDP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0006	1,6-beta-glucan synthase	Seq_684	UDP-D-glucose[c] => (1->6)-beta-D-glucan[ce] + H+[c] + UDP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0007	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	Seq_1789	1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide[c] => 5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0012	1-pyrroline-5-carboxylate dehydrogenase	Seq_1802	1-pyrroline-5-carboxylate[m] + 2 H2O[m] + NAD[m] <=> H+[m] + L-glutamate[m] + NADH[m]	2.37209065116279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0013	2,3-diketo-5-methylthio-1-phosphopentane degradation reaction	Seq_4897 and Seq_1969	5-(methylsulfanyl)-2,3-dioxopentyl phosphate[c] + 3 H2O[c] => 4-methylthio-2-oxobutanoate[c] + formate[c] + 6 H+[c] + phosphate[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0014	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase	Seq_315	2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone[c] + H+[c] + H2O[c] => 5-amino-6-(5-phosphoribitylamino)uracil[c] + ammonium[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0015	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (NADPH)	Seq_5427	2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine[c] + H+[c] + NADPH[c] => 2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone[c] + NADP(+)[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0016	2-aceto-2-hydroxybutanoate synthase	(Seq_4944 and Seq_5498) or Seq_5498	2-oxobutanoate[m] + H+[m] + pyruvate[m] => (S)-2-acetyl-2-hydroxybutanoate[m] + carbon dioxide[m]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0017	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	Seq_8	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol[m] + ATP[m] => (2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate[m] + AMP[m] + H+[m]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0018	2-aminoadipate transaminase	Seq_3845 or Seq_4947 or Seq_650	2-oxoadipic acid[c] + L-glutamate[c] <=> 2-oxoglutarate[c] + L-2-aminoadipate[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0019	2-dehydropantoate 2-reductase	Seq_865	2-dehydropantoate[c] + H+[c] + NADPH[c] => (R)-pantoate[c] + NADP(+)[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0020	2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	Seq_2417 or Seq_4899	D-erythrose 4-phosphate[m] + H2O[m] + phosphoenolpyruvate[m] => 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[m] + phosphate[m]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0021	2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase	Seq_899 and Seq_370 and Seq_625 and Seq_4799 and Seq_1271 and Seq_4208 and Seq_5200	2-hexaprenyl-6-methoxy-1,4-benzoquinone[m] + S-adenosyl-L-methionine[m] => 2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone[m] + H+[m] + S-adenosyl-L-homocysteine[m]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0022	2-hexaprenyl-6-methoxyphenol monooxygenase	Seq_899 and Seq_370 and Seq_625 and Seq_4799 and Seq_1271 and Seq_4208 and Seq_5200	2-hexaprenyl-6-methoxyphenol[m] + oxygen[m] => 2-hexaprenyl-6-methoxy-1,4-benzoquinone[m] + H2O[m]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0023	2-isopropylmalate hydratase	Seq_4343	2-isopropylmaleic acid[c] + H2O[c] <=> 2-isopropylmalate[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0024	2-isopropylmalate synthase	Seq_1942 or Seq_2712	3-methyl-2-oxobutanoate[c] + acetyl-CoA[c] + H2O[c] => 2-isopropylmalate[c] + coenzyme A[c] + H+[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0025	2-isopropylmalate synthase	Seq_1942 or Seq_2712	3-methyl-2-oxobutanoate[m] + acetyl-CoA[m] + H2O[m] => 2-isopropylmalate[m] + coenzyme A[m] + H+[m]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0026	2-keto-4-methylthiobutyrate transamination	Seq_584 or Seq_4947 or Seq_3641	4-methylthio-2-oxobutanoate[c] + L-glutamate[c] => 2-oxoglutarate[c] + L-methionine[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0027	2-methylcitrate dehydratase	Seq_1776 or Seq_732	homocitrate[m] <=> but-1-ene-1,2,4-tricarboxylic acid[m] + H2O[m]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0029	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	Seq_584	(2S)-2-isopropyl-3-oxosuccinate[c] + H+[c] => 4-methyl-2-oxopentanoate[c] + carbon dioxide[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0030	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	Seq_584	(2S)-2-isopropyl-3-oxosuccinate[m] + H+[m] => 4-methyl-2-oxopentanoate[m] + carbon dioxide[m]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0032	3',5'-bisphosphate nucleotidase	Seq_3166	adenosine 3',5'-bismonophosphate[c] + H2O[c] => AMP[c] + phosphate[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0033	3',5'-cyclic-nucleotide phosphodiesterase	Seq_1484 or Seq_2832	3',5'-cyclic AMP[c] + H2O[c] => AMP[c] + H+[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0034	3',5'-cyclic-nucleotide phosphodiesterase	Seq_2832	3',5'-cyclic dAMP[c] + H2O[c] => dAMP[c] + H+[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0035	3',5'-cyclic-nucleotide phosphodiesterase	Seq_2832	3',5'-cyclic IMP[c] + H2O[c] => H+[c] + IMP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0036	3',5'-cyclic-nucleotide phosphodiesterase	Seq_2832	3',5'-cyclic GMP[c] + H2O[c] => GMP[c] + H+[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0037	3',5'-cyclic-nucleotide phosphodiesterase	Seq_2832	3',5'-cyclic CMP[c] + H2O[c] => CMP[c] + H+[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0038	3,4-dihydroxy-2-butanone-4-phosphate synthase	Seq_448	D-ribulose 5-phosphate[c] => 2-hydroxy-3-oxobutyl phosphate[c] + formate[c] + H+[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0039	3-dehydroquinate dehydratase	Seq_1129	3-dehydroquinate[c] => 3-dehydroshikimate[c] + H2O[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64451104490842e-06	0	0	0	0
r_0040	3-dehydroquinate synthase	Seq_1129	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] => 3-dehydroquinate[c] + phosphate[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64451104490842e-06	0	0	0	0
r_0041	3-dehydrosphinganine reductase	Seq_3345	3-ketosphinganine[er] + 2 H+[er] + NADPH[er] => NADP(+)[er] + sphinganine[er]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0042	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	Seq_4899 or Seq_2417	D-erythrose 4-phosphate[c] + H2O[c] + phosphoenolpyruvate[c] => 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] + phosphate[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64451104490842e-06	0	0	0	0
r_0043	3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase	Seq_3915 or Seq_518	3-hexaprenyl-4-hydroxybenzoic acid[c] + 0.5 oxygen[c] => 3-hexaprenyl-4,5-dihydroxybenzoic acid[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0044	3-hexaprenyl-4-hydroxy-5-methoxybenzoate decarboxylase	Seq_3875 and Seq_845	3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid[m] + H+[m] => 2-hexaprenyl-6-methoxyphenol[m] + carbon dioxide[m]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0045	3-hydroxy-L-kynurenine hydrolase	Seq_1295	3-hydroxy-L-kynurenine[c] + H2O[c] => 3-hydroxyanthranilate[c] + L-alanine[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0057	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	Seq_5003	(S)-3-hydroxytetradecanoyl-CoA[p] + NAD[p] => 3-oxotetradecanoyl-CoA[p] + H+[p] + NADH[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0058	3-hydroxyanthranilate 3,4-dioxygenase	Seq_2215	3-hydroxyanthranilate[c] + oxygen[c] => 2-amino-3-carboxymuconate-6-semialdehyde[c] + H+[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0059	3-isopropylmalate 3-methyltransferase	Seq_4802	(2R,3S)-3-isopropylmalate[c] + S-adenosyl-L-methionine[c] => 3-hydroxy-2-isopropyl-4-methoxy-4-oxobutanoate[c] + S-adenosyl-L-homocysteine[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0060	3-isopropylmalate dehydratase	Seq_4343	(2R,3S)-3-isopropylmalate[c] <=> 2-isopropylmaleic acid[c] + H2O[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0062	3-methyl-2-oxobutanoate decarboxylase	Seq_3511 or Seq_5169	3-methyl-2-oxobutanoate[c] + H+[c] => carbon dioxide[c] + isobutyraldehyde[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0063	3-methyl-2-oxobutanoate hydroxymethyltransferase	Seq_3519	3-methyl-2-oxobutanoate[m] + 5,10-methylenetetrahydrofolate[m] + H2O[m] => 2-dehydropantoate[m] + THF[m]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0064	3-methyl-2-oxopentanoate decarboxylase	Seq_3511 or Seq_5169	(S)-3-methyl-2-oxopentanoate[c] + H+[c] => 2-methylbutanal[c] + carbon dioxide[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0065	3-phosphoshikimate 1-carboxyvinyltransferase	Seq_1129	3-phosphoshikimic acid[c] + phosphoenolpyruvate[c] => 5-O-(1-carboxyvinyl)-3-phosphoshikimic acid[c] + phosphate[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64451104490842e-06	0	0	0	0
r_0066	4-amino-4-deoxychorismate synthase	Seq_78	chorismate[c] + L-glutamine[c] => 4-amino-4-deoxychorismate[c] + L-glutamate[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0067	4-aminobenzoate synthase	Seq_1418	4-amino-4-deoxychorismate[c] => 4-aminobenzoate[c] + H+[c] + pyruvate[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
